name,line1,city,zip,country,regon,pesel,nip,nip_czysty,invoice_currency,freight_currency,payment_term,phone1,phone2,fax,"email",www,invoice_language
"BI-LOG LOGISTIK & INFO GMBH","Am Sleinernan Kreuz 9",Schesslitz,96110,DE,,,260126675,260126675,EUR,EUR,45,,,,,,PL
"ZILA Transport & Logistik GMBH","Eisenbahnstrasse 45",Fellbach,70736,DE,,,147839824,147839824,EUR,EUR,45,,,,nada.schmidt@zila-gmbh.de,,PL
"INTERFJORD A/S","Hedelund 2a, Glyngore",Roslev,7870,DK,,,30273370,30273370,EUR,EUR,45,,,,,,PL
"C.E. NOERPEL GMBH Spedition + Logistik","Ernst-Abbe-Str. 22",Ulm,89079,DE,,,147042215,147042215,EUR,EUR,45,,,,noerpel-ulm@noerpel.de,,PL
"SPEDITION WIEDMANN GMBH & CO.KG","Mogglingerstrasse 43",Bobingen/Rems,73560,DE,,,146751337,146751337,EUR,EUR,45,,,,,,PL
"BECKER & CO.GMBH","Am Schlosspark 81 (an der B42)",Neuwied,56564,DE,,,811156929,811156929,EUR,EUR,45,,,,,,PL
"BELA TRANSPORT Service & Logistik GmbH","Vitusstrasse 59-71",Monchengladbach,41061,DE,,,812335727,812335727,EUR,EUR,45,,,,,,PL
"Hoevers Internationaal Transportbedrijf BV","Pieter Calandweg 21","CB Arnhem",6802,NL,,,005920814B01,592081401,EUR,EUR,45,,,,digital.invoicing@hoeversgroep.nl,,PL
"WINCANTON GMBH","Schiffstrasse 1","Weil Am Rhein",79576,DE,,,143834452,143834452,EUR,EUR,45,,,,,,PL
"STOCKE SPEDITION & TRANSPORT GmbH","Benzstrasse 27","Rodgau Nieder-Roden",63110,DE,,,152731356,152731356,EUR,EUR,45,,,,,,PL
"SPEDITION HEINRICH GUSTKE GMBH","Hanseatenstrasse 1",Rostock,18146,DE,,,250482892,250482892,EUR,EUR,45,,,,,,PL
"DELOG SPEDITION GMBH","Hoeschstrasse 10",Dorsten,46284,DE,,,125089419,125089419,EUR,EUR,45,,,,,,PL
"WL WESTFALEN-LIPPE SPEDITIONS und Lagerhausgesellschaft GmbH","Goebenstrasse 64",Herford,32051,DE,,,125354914,125354914,EUR,EUR,45,,,,,,PL
"PHU EMKAER MICHAŁ KACZMAREK","Wschodnia 7","Zduńska Wola",98-220,PL,,,8291716918,8291716918,EUR,EUR,45,,,,,,PL
"BELGER SPEDITION & LOGISTIK GmbH","Puschkinstrasse 19",Grobzig,6388,DE,,,244066068,244066068,EUR,EUR,45,,,,,,PL
"MAGELLAN SPEDITION GMBH","Backerfeldstrasse 3",Traun,4050,AT,,,U64351409,64351409,EUR,EUR,45,,,,sm@magellansped.com,,PL
"HINRICH GLISSMANN GmbH & Co.KG","Billstrasse 107",Hamburg,20539,DE,,,152686863,152686863,EUR,EUR,45,,,,,,PL
"CETEX BV INTERNATIONALE EXPEDITIE","Steenbergstraat 27, Parkstadnr. 5033","AB Kerkrade",6465,NL,,,803325149B01,80332514901,EUR,EUR,45,,,,Info@cetex.nl,,PL
"EWALS CARGO CARE GmbH","Brinkerstrasse 1",Sprockhovel,45549,DE,,,115825243,115825243,EUR,EUR,45,,,,,,PL
"WEBOPAC-LOGISTICS GMBH","Inter-Logistik-Park 1-3",Kaufbeuren,87600,DE,,,128676053,128676053,EUR,EUR,45,,,,stetter@webopac-logistics.de,,PL
"SCHUBERT LOGISTIK","Lessingstrasse 21",Kempten,87435,DE,,,279063590,279063590,EUR,EUR,45,,,,,,PL
"TRANS KARNTEN Handels und Logistik GmbH","Karnterstrasse 11",Furnitz/Villach,9586,AT,,,U45394407,45394407,EUR,EUR,45,,,,,,PL
"HERBERT VOIGT GMBH & CO.KG","Krokamp 87",Neumunster,24539,DE,,,135198619,135198619,EUR,EUR,45,,,,christian.marquardt@voigt-logistik.de,,PL
"SPEDICAM & LOGISTIK GMBH","Hamburgerstrasse 70",Nurnberg,90451,DE,,,812900177,812900177,EUR,EUR,45,,,,"carola.wassmus@spedicamlogistik.de, accounts@spedicamlogistik.de, invoice@spedicamlogistik.de",,PL
"FENTHOL & SANDTMANN GMBH weigniederlassung Leipzig","Sattlerweg 4",Leipzig,4158,DE,,,811194708,811194708,EUR,EUR,45,,,,e-invoice.lpz@fenthols.de,,PL
"UMBREIT LOGISTIC SOLUTION GMBH","Gewerbestrasse 07",Reinsdorf,8141,DE,,,259272779,259272779,EUR,EUR,45,,,,,,PL
"MEYER FACHSPEDITION & TERMINTRANSPORTE GMBH","Von Siemensstrasse 10",Arnsberg,59757,DE,,,123910793,123910793,EUR,EUR,45,,,,,,PL
"BUDDING TRANSPORT GMBH","Telingskamp 4",Bocholt,46395,DE,,,184649921,184649921,EUR,EUR,45,,,,mail@buedding-transporte.de,,PL
"DACHSER GmbH & Co.KG","Huckarderstrasse 117",Dortmund,44147,DE,,,128779390,128779390,EUR,EUR,45,,,,,,PL
"LEMFORDER LOGISTIK GMBH","Dr-Jurgen-Ulderupstrasse 7",Stemwede-Dielingen,32351,DE,,,811990475,811990475,EUR,EUR,45,,,,,,PL
"RICHARD HOEPER GMBH & CO.KG","Jakobistrasse 17",Sudlohn-Oeding,46354,DE,,,182653581,182653581,EUR,EUR,45,,,,,,PL
"Raben Trans European Germany GmbH","Lupinenweg 11",Gütersloh,33334,DE,,,277971929,277971929,EUR,EUR,45,,,,adam.wozny@raben-group.com,,PL
"G.D.C. SPEDITION GMBH","Pfongauerstrasse 71","AW Neumarkt",5202,AT,,,U65598622,65598622,EUR,EUR,45,,,,,,PL
"EPPLE-INTERN. SPEDITION GMBH","Postfach 1344",Memmingen,87683,DE,,,154513495,154513495,EUR,EUR,45,,,,,,PL
"HARRY LOGISTIK GMBH & CO.KG","Wiesenstrasse 11",Otzing,94563,DE,,,814570156,814570156,EUR,EUR,45,,,,buchhaltung@harrylogistik.com,,PL
"HR-TRANSPORTE GMBH","Unterm Sand 11",Leimen,69181,DE,,,197259978,197259978,EUR,EUR,45,,,,,,PL
"DACHSER GMBH & CO.KG Logistikzentrum KOBLENZ","Am Ruebenacher Wald 9",Koblenz,56072,DE,,,128779390,128779390,EUR,EUR,45,,,,,,PL
"MBU TRANSPORT & LOGISTIK GMBH","Hauptstr. 100",Betzdorf-Grunebach,57520,DE,,,813371939,813371939,EUR,EUR,45,,,,,,PL
"SEBASTIAN BAUER Internationale Spedition","Kufstelnerstrasse 118",Raubling,83064,DE,,,131022507,131022507,EUR,EUR,45,,,,monika.hartl@sebastian-bauer.de,,PL
"DHL FREIGHT STRASBOURG","9 Rue de Cherbourg Port Du Rhin",Strasbourg,67100,FR,,,38488985771,38488985771,EUR,EUR,45,,,,Cathie.Boury@dhl.com,,PL
"KLOSSAK SPEDITION GMBH","Hustadtring 99",Bochum,44801,DE,,,163438235,163438235,EUR,EUR,45,,,,,,PL
"LAMPRECHT TRANSPORT AG","Peter Merianstrasse 48",Basel,4002,CH,,,262685,262685,EUR,EUR,45,,,,,,PL
"ENRICO SCHEEL SPEDITION","Graf - Haeselerstrasse 11",Berlin,13403,DE,,,251297484,251297484,EUR,EUR,45,,,,,,PL
"LOGFREIGHT GMBH","Breltschelder Weg 117a",Ratingen,40885,DE,,,814898904,814898904,EUR,EUR,45,,,,,,PL
"WIM BOSMAN EXPEDITIE NV","Zandvoordestraat 362",Oostende,8400,BE,,,405270651,405270651,EUR,EUR,45,,,,jurgen.buffel@wimbosman.be,,PL
"PLISCHKA & SCHMELING  nternationale Spedition Leipzig GmbH","Zum Gawerbegebiet 3",Thummlitzwalde/Pohsig,4668,DE,,,151865623,151865623,EUR,EUR,45,"(0049) 3438580953",,"(0049) 3438580995",noa@psleipzig.de,www.psleipzig.de,PL
"KUHN TRANSPORTE - Inh. L.Kuhn","Lindenallee 5","Markranstadt OT Goehrenz",4420,DE,,,812773878,812773878,EUR,EUR,45,,,,,,PL
"KRUEGER INTERNATIONALE SPEDITION GMBH","Industriestrasse 10",Gottingen,37079,DE,,,115303127,115303127,EUR,EUR,45,,,,,,PL
"STEFAN A. EISENHOFER -  TRANSPORTE & FRACHTENVERMITTLUNGEN","Hettlinger Strasse 16",Wertingen,86637,DE,,,204213489,204213489,EUR,EUR,45,,,,,,PL
"SPEDITION ZIEWITZ Ihn. Rolf Ziewietz e.K.","Eichendorffweg 20",Kreuztal,57223,DE,,,158662399,158662399,EUR,EUR,45,,,,,,PL
"HELMUT HASCH GMBH & CO.KG  pedition und Brennstoffhandel","Hans-Urmiller-Ring 16-19b",Wolfratshausen,82515,DE,,,131678887,131678887,EUR,EUR,45,,,,,,PL
"DHL FREIGHT FRANCE SAS SAFF (Service Administratif Freight France)","19 Boulevard du Courcerin - BP 63 Lognes - ZI Pariest","Marne La Vallee",77312,FR,,,38488985771,38488985771,EUR,EUR,45,,,,,,PL
"SPEDITION MAYR GMBH Int. Transporte","Ringstrasse 15",Patersdorf,94265,DE,,,813823562,813823562,EUR,EUR,45,,,,,,PL
"SCHENKER & CO AG","Flughafenstrasse 20",Horsching,4063,AT,,,U15378400,15378400,EUR,EUR,45,,,,,,PL
"EUROGATE Warehousing & Distribution GmbH","Joseh-Meyerstrasse 3",Erfurt,99195,DE,,,269129801,269129801,EUR,EUR,45,,,,,,PL
"MB TRANSPORTE GMBH Internationale Spedition","Steinkirchring 27",Villingen-Schwenningen,78056,DE,,,813966277,813966277,EUR,EUR,45,,,,,,PL
"KUHNE + NAGEL (AG&CO.KG)","Marie-Curiestrasse 6",Kassel,34123,DE,,,812773878,812773878,EUR,EUR,45,,,,,,PL
"SR - LOGISTIC UG (haftungsbeschrankt)","Industriestrasse 22",Schkeuditz,4435,DE,,,271152392,271152392,EUR,EUR,45,,,,,,PL
"ALPHA LOGISTIK GMBH","Gewerbepark Sud 6",Kufstein,6330,AT,,,U65967411,65967411,EUR,EUR,45,,,,,,PL
"REINHARD BRUEGGENWERTH Spedition GMBH","Sandortstrasse 66",Versmold,33775,DE,,,126958488,126958488,EUR,EUR,45,,,,,,PL
"SCHENKER & CO AG","Aguntstrasse 11",Lienz,9990,AT,,,U15378400,15378400,EUR,EUR,45,,,,,,PL
"WICI INTERTRANSPORT KFT","Dozsa Gyorgy u.13",Egerlovo,3461,HU,,,13586041,13586041,EUR,EUR,45,,,,,,PL
"PIA HASSOLD KURIER & LOGISTIK GMBH & CO.KG","Tannenbuschweg 6",Durrwangen,91602,DE,,,278333103,278333103,EUR,EUR,45,,,,,,PL
"HEINRICH WIEDEMEYER GmbH & Co.KG","Wilhelmstr. 11",Wetter/Ruhr,58300,DE,,,126882595,126882595,EUR,EUR,45,,,,,,PL
"SPEDITION NITSCHKE GMBH","Josef-Wallnerstrasse 2",Deggendorf,94469,DE,,,812813274,812813274,EUR,EUR,45,,,,,,PL
"WILLY BRUHN SOHNE GMBH & CO.KG Internationale Spedition","Hittfelder Kirchweg 1-5",Seevetal-Maschenl,21220,DE,,,134955539,134955539,EUR,EUR,45,,,,,,PL
"STEDEN LOGISTIK GMBH",Carl-Benz-Str.10-12,Burbach,57299,DE,,,124280840,124280840,EUR,EUR,45,,,,,,PL
"SPEDITION ASSHOFF GMBH & CO.KG","Akazienweg 6",Waltrtrop,45731,DE,,,153346805,153346805,EUR,EUR,45,,,,,,PL
"SEIFERT LOGISTICS GMBH","Hallesche Str. 29",Zorbau,6679,DE,,,210204607,210204607,EUR,EUR,45,,,,,,PL
"JOSTA + ENGINEERING + VERTRIEBSGESELLSCHAFT GMBH","Bergstrasse 7",Willmering,93497,DE,,,133703663,133703663,EUR,EUR,45,,,,,,PL
"HANS PETER DUSCH GMBH  ransporte und Spedition","Mitterweg 7",Ainring,83404,DE,,,811357356,811357356,EUR,EUR,45,,,,,,PL
"PW PIOMET PIOTR JĘDRZEJCZAK","Słowika 12 Rakownia","Murowana Goslina",62-095,PL,,,7781032492,7781032492,EUR,EUR,45,,,,,,PL
"PHU M-W MICHAŁ WARSZAWSKI","Zjednoczenia 102/2","Zielona Góra",65-001,PL,,,9730817830,9730817830,EUR,EUR,45,,,,,,PL
"OTTE METALLBAU GMBH & CO.KG","Kuhlenstrasse 42",Westerstede,26655,DE,,,117832825,117832825,EUR,EUR,45,,,,,,PL
"CEVA LOGISTICS GmbH Zentrale Transportabrechnung","Reinhard-Muller-Ring 5",Otzberg,64853,DE,,,811230529,811230529,EUR,EUR,45,,,,,,PL
"KARGONET Logistic Agency","Haferwende 23 A",Bremen,28357,DE,,,279241609,279241609,EUR,EUR,45,,,,,,PL
"MARITIME TRANS INTERNATIONAL","P.O - Box 8068","AB Venlo",5901,NL,,,048993189B01,4899318901,EUR,EUR,45,,,,,,PL
"KRAFTVERKEHR EMSLAND GMBH","Otto-Hahn-Strasse 1",Nordhorn,48529,DE,,,811150506,811150506,EUR,EUR,45,,,,klaus.durschlag@kraftverkehr-emsland.de,,PL
"IDS LOGISTIK GMBH","Saalackerstr. 8",Kleinostheim,63801,DE,,,126936840,126936840,EUR,EUR,45,,,,,,PL
"EILTRANSPORTE HUCKSCHLAG GMBH","Landstrasse 2",Froendenberg,58730,DE,,,153326650,153326650,EUR,EUR,45,,,,,,PL
"EDUARD MEYER GMBH & CO.KG","Industriestrasse 17",Bremervorde,27432,DE,,,116911315,116911315,EUR,EUR,45,,,,m.preetz@em-spedition.de,,PL
"SPEDITION SCHIMPF GMBH","Reumtengruner Weg 21",Ellefeld,8236,DE,,,141094704,141094704,EUR,EUR,45,,,,,,PL
"GOSSLING SPEDITION GMBH","Huttenstr. 9",Arnsberg,59759,DE,,,123878177,123878177,EUR,EUR,45,,,,,,PL
"Niehaus Spedition GmbH & Co. KG","Höwwell 3",Rhede,46414,DE,,,124171495,124171495,EUR,EUR,45,,,,f.benning@niehaus-spedition.de,,PL
"TRANSPORTSERVICE BAHR Nationale und Internationale Transporte","Richard-Bogue-Str. 2",Taucha,4425,DE,,,814219802,814219802,EUR,EUR,45,,,,,,PL
"ROBERT MULLER GMBH  nternationale Spedition","Ostring 57",Saarlouis,66740,DE,,,137866610,137866610,EUR,EUR,45,,,,Burkhardt.c@robert-mueller.com,,PL
"NTG Transportgesellschaft mbH","Im Riedle 9",Nersingen,89278,DE,,,186913682,186913682,EUR,EUR,45,,,,,,PL
"ZOLLEXPRESS GABRIEL TERMINLOGISTIK GMBH","Gewerbestr. 7",Uttendorf,5261,AT,,,U66699815,66699815,EUR,EUR,45,,,,,,PL
"UHLHORN LOGISTIK","Mettmanner Str. 200",Mettmann,40822,DE,,,262655204,262655204,EUR,EUR,45,,,,,,PL
"ALOYS ROEMAAT TRANSPORT B.V.","Alb. Schweitzerstraat 19","AB Lichtenvoorde",7130,NL,,,807919111B01,80791911101,EUR,EUR,45,,,,,,PL
"AXEL BAUHAUS","Loikumer Rott 16",Haimminkeln,46499,DE,,,169723577,169723577,EUR,EUR,45,,,,axelbauhaus@adtg.de,,PL
"EDUARD BENDER OHG SPEDITION","Carl Sonnenschein Str. 124",Krefeld,47809,DE,,,178642696,178642696,EUR,EUR,45,,,,,,PL
"GREIF LOGISTIK GMBH","Amselstr. 1",Trierweiler,54311,DE,,,153910600,153910600,EUR,EUR,45,,,,fschmidt@greif-logistik.de,,PL
"C & L SERVICE GMBH","Im Gewerbegebiet 11",Geisenfeld,85290,DE,,,247486292,247486292,EUR,EUR,45,,,,,,PL
"OTTO MOROF SPEDITION GMBH","Im Unteren Ried 2",Althengstett/Claw,75382,DE,,,187822683,187822683,EUR,EUR,45,,,,,,PL
"BOHM & BESOLD GMBH nternationale Spedition GmbH","Pfaffenhaule 45","Singen ( Hohentwiel)",78224,DE,,,142767394,142767394,EUR,EUR,40,,,,,,PL
"BOHRINGER KLEINTRANSPORTE GMBH tefan Dumbeck","Ulmenweg 22",Muensingen,72525,DE,,,271652353,271652353,EUR,EUR,30,,,,,,PL
"DACHSER GMBH & CO KG ogistikzentrum Koln","Hansestrasse 52",Koln,51149,DE,,,128779390,128779390,EUR,EUR,45,,,,,,PL
"SCHACHINGER CARGOMAX GmbH & Co KG","Logistikpark 1",Hoersching,4063,AT,,,U61950918,61950918,EUR,EUR,45,,,,,,PL
"TERRA-SPED GMBH Internationale Spedition","Virmondstr. 139","Willich Neersen",47877,DE,,,811920037,811920037,EUR,EUR,45,,,,,,PL
"HA FRA Hamburg - Frankreich Speditionsgesellschaft mbH","Peuter Elbdeich 53-57",Hamburg,20539,DE,,,118662282,118662282,PLN,EUR,45,,,,,,PL
"FALKENTRANS GMBH pedition & Logistik","Birkenweg 4",Zwickau/Mosel,8058,DE,,,141413663,141413663,EUR,EUR,45,,,,,,PL
"EXPRESS-KURIER nternationale Spedition, Eiltransporte + Kurierdienste innerhalb Europas GmbH","Sterneckstr. 19",Salzburg,5020,AT,,,U63007588,63007588,EUR,EUR,45,,,,,,PL
"FK - LOGISTIK riedrich Kenfenheuer GmbH","Huttenstrasse 65","Bergisch Gladbach",51469,DE,,,812249592,812249592,EUR,EUR,45,,,,,,PL
"TE - LOGISTICS S.A.  ransports Internationaux","1E Waistrooss",Schengen,5445,LU,,,16893008,16893008,EUR,EUR,45,,,,,,PL
"ARNOLD SCHWERLAST GMBH & CO KG","Ketteler Str. 5",Rimpar,97222,DE,,,134152111,134152111,EUR,EUR,45,,,,invoice@arnold-schwerlast.de,www.arnold-spedition.de,PL
"RAFLE S.C. . Kaczmarek, L. Piotrowski","Chłodna 1",Paczkowo,62-021,PL,,,7771901489,7771901489,EUR,EUR,45,,,,,,PL
"FRACHTAGENTUR KRUGER ainer Kruger","Waldweg 5",Stade,21682,DE,,,815218589,815218589,EUR,EUR,45,,,,info@frachtagentur-krueger.de,,PL
"HKS INTERNATIONALE SPEDITION GMBH","Am Muhlenweg 8",Dreikirchen,56414,DE,,,149319771,149319771,EUR,EUR,45,,,,andreas_fritz@hks-spedition.de,,PL
"FASTLINE LOGISTIK GMBH","Werkstr. 15",Buhl,77815,DE,,,194010099,194010099,EUR,EUR,45,,,,,,PL
"SPEDITION SCHMELZER GMBH nternationale Spedition und Lagerung","Am Kieselberg 6",Gensingen,55457,DE,,,148267662,148267662,EUR,EUR,45,,,,,,PL
"FRANZ DILLAGE - TRANSPORTE nh. Georg Dillage","Landwehr 63",Borken,46325,DE,,,203195375,203195375,EUR,EUR,45,,,,,,PL
"HELLMANN  orldwide Logistics GmbH & Co KG",Rudolf-Diesel-Str.12,Wittlich,54516,DE,,,117659402,117659402,EUR,EUR,45,,,,admin.wittlich@de.hellmann.net,,PL
"DINGWERTH LOGISTIK GMBH","Dieselstrasse 8",Beelen,48361,DE,,,126730988,126730988,EUR,EUR,45,,,,,,PL
"DAHMEN LOGISTICS GMBH","Harkortstrasse 1",Ense-Hoingen,59469,DE,,,223481957,223481957,EUR,EUR,45,,,,o.keller@hcschmidt.de,,PL
"BLOKZIJL TRANSPORT GEESBRUG BV","Coavorderstraatweg 31 a","PP Geesbrug",7917,NL,,,822036897B01,82203689701,EUR,EUR,45,,,,,,PL
"EUROTRANSIT GMBH","Eugen-Ensslin-Strasse 3-5","Kehl am Rhein",77694,DE,,,142255487,142255487,EUR,EUR,45,,,,,,PL
"KOLLMEIER Internationale Spedition GmBH","Milser Str. 37",Bielefeld,33729,DE,,,126946886,126946886,EUR,EUR,45,"(0049) 5219679470)",,"(0049) 521763900","t.hark@kollmeier-int-sped.de, w.tscherner@kollmeier-int-sped.de",www.kollmeier-int-sped.de,PL
"HAAF SPEDITION GMBH & CO KG","Postfach 1050",Romerberg,67352,DE,,,149753655,149753655,EUR,EUR,45,,,,,,PL
"ABC - LOGISTIK GMBH","Cuxhavener Str. 2-4",Dusseldorf,40221,DE,,,184579881,184579881,EUR,EUR,45,,,,,,PL
"ECO-OFFICE nh. Henryk Baranski","Hotzelwiese 4",Gedern,63688,DE,,,229786960,229786960,EUR,EUR,45,,,,,,PL
"KRUK KUNSTSTOFFE GMBH nnovative Technologie","Dieselstr. 10","Hessisch Lichtenau",37235,DE,,,813281921,813281921,EUR,EUR,45,,,,,,PL
"PFLUGER TRANSPORTE GMBH","Askay 48",Attendorn,57439,DE,,,814453771,814453771,EUR,EUR,45,,,,suettmann@pf-transporte.com,,PL
"WILHELM KOCH GMBH & CO. KG Spedition","Auf dem Stahl 5",Plettenberg,58840,DE,,,123843345,123843345,EUR,EUR,45,,,,,,PL
"SPEDITION ZIEWITZ nH. Rolf Ziewitz e.K.","Eichendorffweg 20",Kreuztal,57223,DE,,,158662399,158662399,EUR,EUR,45,,,,,,PL
"K + R LOGISTICS GMBH","Konsul-Smidt-Strasse 8 m",Bremen,28217,DE,,,251416896,251416896,EUR,EUR,45,,,,,,PL
"KONIG-TRANS GMBH & CO KG","Schubertstr. 54","Frankfurt (Oder)",15234,DE,,,199240212,199240212,EUR,EUR,45,,,,rita@koenig-trans-ffo.de,,PL
"BRUNO CROST Spedition e.K.","Fasanenweg 9K",Kelsterbach,65451,DE,,,240807059,240807059,EUR,EUR,45,,,,,,PL
"VS LOGISTICS WURZBURG GMBH","Fr.-Kohlrausch-Str. 2",Wurzburg,97080,DE,,,134181335,134181335,EUR,EUR,45,,,,,,PL
"KISSEL- SPEDITION GMBH","Industristrasse 16",Stockstadt,63811,DE,,,132091190,132091190,EUR,EUR,45,,,,"rechnungen@kissel-spedition.de, buchhaltung@kissel-spedition.de",,PL
"KTG Kraichtal Transporte GmbH ntern. u. Nationale Spedition","Kammerforststr. 13",Bruchsal,76646,DE,,,243433428,243433428,EUR,EUR,45,,,,,,PL
"SPEDITION HANDKE GMBH","Elberfelder Str. 200",Mettmann,40822,DE,,,226810953,226810953,EUR,EUR,45,,,,,,PL
"KLIMMER TRANSPORTE GMBH","Reiffeisenstr. 2",Friedrichshall,74177,DE,,,156752787,156752787,EUR,EUR,45,,,,Klimmer.Transporte@t-online.de,,PL
"KS - LOGISTIC & SERVICES GMBH & CO KG","Hinter der Aue 8",Grosswechsungen,99735,DE,,,141416807,141416807,EUR,EUR,30,,,,,,PL
"B&B LOGISTIK AG nternationale Spedition","17, Op d'Schleid",Huldange,9964,LU,,,18240140,18240140,EUR,EUR,45,,,,sandra@braun-group.com,,PL
"SCHUCHEN INTERNATIONAL GMBH & CO KG","Kelsterbacher Str. 38-46",Raunheim,65479,DE,,,177445395,177445395,EUR,EUR,45,,,,,,PL
"VALTINKE LOGISTICS nternationale Spedition e.K.","Dorfstrasse 42",Blankenfelde,15827,DE,,,813813510,813813510,EUR,EUR,45,,,,,,PL
"E3 SPEDITION TRANSPORT A/S","Transitvej 16, postboks 159",Padborg,6330,DK,,,18390671,18390671,EUR,EUR,45,,,,,,PL
"DISCHINGER SPEDITION GMBH & CO","Ziegraer Strasse 46a",Gebersbach/Dobeln,4720,DE,,,142205801,142205801,EUR,EUR,45,,,,,,PL
"BRUENER LOGISTIK nh. Marian Bruener","Dorfstrasse 7","Sehnde OT Rethmar",31319,DE,,,266960451,266960451,EUR,EUR,45,,,,,,PL
"SK TEAMLOGISTIC GMBH nternationale Spedition","Hafenstrasse 93",Furth,90768,DE,,,813400699,813400699,EUR,EUR,45,,,,ss@skteamlogistic.de,,PL
"KPW SUDTHURINGER SPEDITIONS GmbH T Wernshausen","Am Bahnhof 14",Wernshausen,98590,DE,,,261242033,261242033,EUR,EUR,45,,,,,,PL
"FTE-GRUPPE FUR TRANSPORT UND E-COMMERCE GMBH","Ernst-Heinkel-Strasse 16",Korb,71404,DE,,,813163216,813163216,EUR,EUR,45,,,,,,PL
"TIMEFLEXTRANS Internationale Speditionsgesellschaft mbH & Co.KG","Am Schornacker 27",Wesel,46485,DE,,,255935803,255935803,EUR,EUR,45,,,,,,PL
"TUNDERMAN DISTRIBUTION B.V.","Luxemburgweg 39","LG Europoort",3198,NL,,,850392342B01,85039234201,EUR,EUR,45,,,,,,PL
"BUNTE SPEDITION GMBH","Postfach 1262",Papenburg,26852,DE,,,116961560,116961560,EUR,EUR,45,,,,,,PL
"HAUSER LOGISTIK GMBH & CO. KG","Rheinstrasse 115",Rheinau-Freistett,77866,DE,,,193379990,193379990,EUR,EUR,45,,,,,,PL
"AUTOVERMIETUNG  udwig Mollmann nh. Jutta Mollmann","Bahnhofstrasse 9",Badbergen,49635,DE,,,117689197,117689197,EUR,EUR,45,,,,,,PL
"STUTE VERKEHRS-GMBH bt. LKW-Abrechnung","Hans-Bockler-Str. 48",Bremen,28217,DE,,,161004221,161004221,EUR,EUR,45,,,,,,PL
"HOLGER BLEI - RITTERSGRUEN","Pestalozziweg 2",Breitenbrunn,8359,DE,,,141044570,141044570,EUR,EUR,45,,,,,,PL
"LOGISTIK-SERVICE HUBER e.K.","Muhlstrasse 10",Geisenfeld,85290,DE,,,222174252,222174252,EUR,EUR,45,,,,info@ls-huber.de,,PL
"UWE SCHWIKOWSKI SPEDITION & TRANSPORT","Hummelbergstrasse 2","Eutingen/ Gau",72184,DE,,,210617667,210617667,EUR,EUR,45,,,,,,PL
"HOFMEISTER SPEDITION GMBH","Rhonstrasse 2",Stockstadt,63811,DE,,,132088136,132088136,EUR,EUR,45,,,,,,PL
"M-LOGISTIC, S.R.O.","Komenskeho 24",Levice,93401,SK,,,2022077860,2022077860,EUR,EUR,45,,,,,,PL
"BPS SPEDITIONS-SERVICE BASEL AG","Schorenweg 10",Arlesheim,4144,CH,,,524055,524055,EUR,EUR,45,,,,,,PL
"KS - LOGISTIC & SERVICES GMBH & Co.KG","Herschelstrasse 7",Zwickau,8056,DE,,,141416807,141416807,EUR,EUR,45,,,,,,PL
"SYSTRA LOGISTIK GMBH","Senefelder Ring 83",Reinbek,21465,DE,,,813875434,813875434,EUR,EUR,45,,,,ilja@systra-logistik.de,,PL
"DHL FREIGHT GMBH","Bei den Froschackern 7",Erfurt,99098,DE,,,811152493,811152493,EUR,EUR,45,,,,,,PL
"JCL LOGITICS AUSTRIA GMBH","Kapfweg 18",Feldkirch-Tosters,6800,AT,,,U65543245,65543245,EUR,EUR,45,,,,,,PL
"MATHIAS NORMANN pedition GmbH & Co.KG","Hauptstrasse 200",Bendorf/Rhein,58170,DE,,,148750371,148750371,EUR,EUR,45,,,,,,PL
"ACTIVE SPEDITION GMBH","Max-Planck-Strasse 8",Unterschleissheim,85716,DE,,,813309759,813309759,EUR,EUR,45,,,,,,PL
"DK LOGISTIK GMBH","Wielandstrasse 4",Wenden-Hunsborn,57482,DE,,,814803847,814803847,EUR,EUR,45,,,,dispo@dklogistik.com,,PL
"LOGTRANS SERVICES GMBH","Heuserweg 13-15",Troisdorf,53842,DE,,,263861784,263861784,EUR,EUR,45,,,,,,PL
"DACHSER GMBH & CO.KG","Thomas-Dachser-Str. 1",Alsdorf,52477,DE,,,128779390,128779390,EUR,EUR,45,,,,,,PL
"SPEDITION FECHT ALLGAU GMBH nternationale Transporte","Zur Eisenschmiede 1",Weitnau-Hofen,87480,DE,,,814386044,814386044,EUR,EUR,45,,,,,,PL
"BLATTERMANN GMBH","Huttenstrasse 8",Artern,6556,DE,,,221805210,221805210,EUR,EUR,45,,,,blaettermann.gmbh@web.de,,PL
"ITA SCHWEIGL & SEITER GMBH nternationale Transportargentur","Duilestrasse 16-18",Innsbruck,6020,AT,,,U62733144,62733144,EUR,EUR,45,,,,karin.schweigl@i-t-a.at,,PL
"NAVIS Schiffahfts- und Speditionsgesellschaft mbH","Anderter Strasse 99B",Hannover,30559,DE,,,811118104,811118104,EUR,EUR,45,,,,DN.HANNOVER@navis-ag.com,,PL
"TMG SPEDITION GMBH","Marienstrasse PF 1351",Bitterfeld-Wolfen,6749,DE,,,156402347,156402347,EUR,EUR,45,,,,,,PL
"NAUTA SA Int. Spedition","Florenzstrasse 18",Basel,4002,CH,,,255259,255259,EUR,EUR,45,,,,patrick.mueller@nauta.ch,,PL
